business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Suvadip Ghosh | Digital Marketing Consultant | Branding | SEO | Social Media | Growth Hacking,PPC Advertising Agencies,Internet marketing service,Internet marketing service,711302,West Bengal Circle,South Bengal Region,Howrah Division,"Andul mouri SO, Argori BO, Dhulagori BO",+91 98306 23848,N/A,5,,"36, Santinagar, Hanskhali Pole, Post Office Danes Sekh Lane, Andul Road, Howrah, West Bengal 711109","Shantinagar North, Podara, Mourigram",22.5649271,88.28005879999999,ChIJb2gr1v14AjoRxSHOakcqWw4,https://www.google.com/maps/place/?q=place_id:ChIJb2gr1v14AjoRxSHOakcqWw4,part_316,2026-09-20 20:27:09
