business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr. Samiran Purkait | Best Orthopedic Surgeon | Best Robotic Joint Replacement Surgeon | Best Trauma Surgeon,Orthopedic and Physiotherapy Clinic,Orthopedic surgeon,Orthopedic surgeon,711204,West Bengal Circle,South Bengal Region,Howrah Division,"Liluah SO, Chakpara BO, AGuha Road SO",+91 94771 71954,https://drsamiranortho.com/,5,,"ILS Hospitals, 98, Dr Abani Dutta Rd, opposite Golabari, PS, Howrah, West Bengal 711101",PS,22.5931288,88.3444928,ChIJLY8Nxdp3AjoROMCje0Wi848,https://www.google.com/maps/place/?q=place_id:ChIJLY8Nxdp3AjoROMCje0Wi848,part_316,2026-09-20 20:22:23
